procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 339848  25476 382568    0    0     0   280  868 5873 36 23 41  0  0
 0  0      0 339848  25476 382580    0    0     0     0  860 5905 41 18 42  0  0
 0  0      0 339848  25476 382584    0    0     0     0  851 5883 41 19 41  0  0
 0  0      0 339848  25476 382588    0    0     0     0  876 5943 42 21 37  0  0
 0  0      0 339848  25476 382592    0    0     0     0  832 5876 41 19 41  0  0
 2  0      0 339724  25484 382584    0    0     0    36  870 5879 40 24 37  0  0
 0  0      0 339724  25484 382596    0    0     0     0  864 5908 43 20 37  0  0
 0  0      0 339724  25484 382600    0    0     0     0  867 5916 44 18 38  0  0
 0  0      0 339724  25484 382604    0    0     0     0  840 5904 40 18 41  0  0
 0  0      0 339724  25484 382608    0    0     0     0  857 5889 43 18 39  0  0
 0  0      0 339832  25492 382604    0    0     0    12  870 5923 40 19 40  0  0
 0  0      0 339852  25492 382616    0    0     0     0  838 5888 40 19 41  0  0
 0  0      0 339852  25492 382620    0    0     0     0  863 5909 40 22 38  0  0
 0  0      0 339852  25492 382624    0    0     0     0  857 5897 42 21 37  0  0
 0  0      0 339852  25492 382628    0    0     0     0  897 5891 43 18 39  0  0
 0  0      0 339848  25500 382624    0    0     0    12  878 5909 41 18 40  0  0
 0  0      0 339836  25500 382636    0    0     0     0  854 5881 39 20 41  0  0
 1  0      0 339852  25500 382636    0    0     0     0  855 5946 38 22 40  0  0
 1  0      0 339852  25500 382640    0    0     0     0  843 5918 39 20 40  0  0
 1  0      0 339852  25500 382644    0    0     0     0  860 5956 41 18 40  0  0
 2  0      0 339852  25508 382640    0    0     0    12  856 5935 38 20 42  0  0
 0  0      0 339852  25508 382652    0    0     0     0  859 5899 41 19 39  0  0
 0  0      0 339852  25508 382656    0    0     0     0  886 5915 37 24 38  0  0
 2  0      0 339852  25508 382660    0    0     0     0  856 5898 39 21 40  0  0
 0  0      0 339852  25508 382664    0    0     0     0  856 5892 37 22 41  0  0
 0  0      0 339852  25516 382660    0    0     0    12  864 5895 40 20 41  0  0
 0  0      0 339852  25516 382672    0    0     0     0  872 5884 39 21 40  0  0
 0  0      0 339852  25516 382676    0    0     0     0  864 5905 36 25 39  0  0
 0  0      0 339844  25516 382680    0    0     0     0  848 5873 40 18 42  0  0
 0  0      0 339728  25516 382680    0    0     0     0  833 5836 39 22 39  0  0
 0  0      0 339728  25524 382676    0    0     0   124  855 5914 46 13 41  0  0
 0  0      0 339696  25524 382688    0    0     0     0  838 5875 39 23 38  0  0
 0  0      0 339720  25524 382692    0    0     0     0  841 5890 37 22 40  0  0
 0  0      0 339716  25524 382696    0    0     0     0  881 5905 38 21 41  0  0
 1  0      0 339720  25524 382700    0    0     0     0  862 5904 40 19 41  0  0
 1  0      0 339720  25532 382696    0    0     0    44  856 5907 41 19 40  0  0
 2  0      0 339720  25532 382708    0    0     0     0  842 5893 40 20 40  0  0
 2  0      0 339720  25532 382712    0    0     0     0  856 5931 41 20 40  0  0
 1  0      0 339720  25532 382716    0    0     0     0  829 5869 39 20 41  0  0
 0  0      0 339720  25532 382720    0    0     0     0  858 5911 45 17 38  0  0
 1  0      0 339716  25540 382716    0    0     0    12  827 5860 40 20 41  0  0
 0  0      0 339720  25540 382724    0    0     0     0  833 5877 44 14 42  0  0
 0  0      0 339728  25540 382728    0    0     0     0  829 5887 45 14 41  0  0
 0  0      0 339728  25540 382732    0    0     0     0  817 5846 39 18 44  0  0
 0  0      0 339728  25540 382736    0    0     0     0  805 5830 39 18 43  0  0
 0  0      0 339604  25548 382732    0    0     0    16  828 5880 40 18 41  0  0
 0  0      0 339600  25548 382744    0    0     0     0  813 5842 41 16 42  0  0
 0  0      0 339604  25548 382748    0    0     0     0  831 5856 41 16 43  0  0
 0  0      0 339604  25548 382752    0    0     0     0  833 5849 37 21 42  0  0
 1  0      0 339604  25548 382756    0    0     0     0  795 5814 35 23 42  0  0
 0  0      0 339600  25556 382752    0    0     0    12  813 5844 37 21 42  0  0
 0  0      0 339604  25556 382764    0    0     0     0  806 5827 41 16 43  0  0
 0  0      0 339604  25556 382768    0    0     0     0  828 5880 39 19 42  0  0
 0  0      0 339604  25556 382772    0    0     0     0  823 5831 40 15 44  0  0
 0  0      0 339604  25556 382772    0    0     0     0  822 5860 40 20 41  0  0
 0  0      0 339604  25560 382772    0    0     0    12  813 5883 44 16 40  0  0
 0  0      0 339604  25560 382780    0    0     0     0  807 5817 40 17 43  0  0
 1  0      0 339604  25560 382784    0    0     0     0  828 5832 38 19 43  0  0
